from	to	score
VPS33A	VPS11	999
VPS33A	VPS33B	949
VPS33A	VPS41	999
VPS33B	VIPAS39	999
VPS33B	VPS11	995
VPS35	DNM1L	970
VPS35	MAGEL2	939
VPS35	PINK1	903
VPS35	PRKN	902
VPS35	WLS	917
VPS35L	CCDC22	981
VPS37A	ARL13B	900
VPS37A	PARK7	905
VPS37A	SNF8	963
VPS37A	VPS37D	920
VPS37D	ARL13B	900
VPS37D	PARK7	900
VPS37D	SNF8	941
VPS41	AP3D1	928
VPS41	VPS11	999
VPS41	VPS33B	996
VPS4A	CHMP1A	999
VPS4A	CHMP2B	972
VPS50	VPS53	999
VPS51	COG4	913
VPS51	COG8	920
VPS51	VPS50	999
VPS51	VPS53	999
VRK1	ANKLE2	961
VRK1	EMD	948
VRK1	LEMD3	959
VRK1	TP53	964
WARS1	YARS1	987
WARS2	NARS2	912
WARS2	PARS2	906
WARS2	WARS1	947
WARS2	YARS1	967
WARS2	YARS2	971
WASF1	CDC42	933
WASF1	CYFIP2	999
WASHC5	WASHC4	999
WBP4	CWC27	900
WDR19	IFT140	999
WDR19	IFT27	959
WDR19	IFT56	956
WDR19	IFT74	924
WDR48	ERCC4	914
WNK1	LINGO1	900
XPA	ERCC2	994
XPA	GTF2H5	987
XPC	ACTB	900
XPC	DDB1	934
XPC	ERCC3	945
XPC	ERCC4	986
XPC	ERCC5	967
XPC	KDM1A	900
XPC	LIG4	930
XPC	PHF21A	919
XPC	POLD1	923
XPC	XPA	976
XYLT1	AGRN	914
XYLT1	GPC3	916
XYLT1	GPC4	920
XYLT1	HSPG2	938
XYLT2	AGRN	907
XYLT2	B4GALT7	984
XYLT2	GPC3	918
XYLT2	GPC4	923
XYLT2	HSPG2	924
YARS1	CARS1	979
YARS1	EARS2	952
YARS1	GARS1	989
YARS1	IARS1	981
YARS1	LARS1	986
YARS1	SARS2	966
YARS1	TARS1	959
YARS1	VARS1	919
YARS1	VARS2	931
YARS2	EARS2	918
YARS2	EPRS1	933
YARS2	GARS1	919
YARS2	KARS1	907
YARS2	LARS1	902
YARS2	RARS2	942
YARS2	SARS2	931
YARS2	YARS1	971
YME1L1	ATP5F1A	906
YME1L1	NDUFA13	924
YME1L1	TIMMDC1	913
YWHAE	BRAF	971
YWHAE	CBY1	932
YWHAE	CTNNB1	951
YWHAE	GDI1	925
YWHAE	HDAC4	988
YWHAE	HRAS	942
YWHAE	LAMA1	900
YWHAE	MAP2K1	941
YWHAE	MTOR	926
YWHAE	NEDD4L	913
YWHAE	NRAS	933
YWHAE	PAFAH1B1	955
YWHAE	PPP2CA	937
YWHAE	PPP2R1A	928
YWHAE	SIK1	937
YWHAE	TERT	905
YWHAE	USP8	906
YWHAE	VAMP2	910
YWHAE	YWHAG	994
YWHAG	CBY1	912
YWHAG	CTNNB1	924
YWHAG	HRAS	940
YWHAG	LAMA1	900
YWHAG	MTOR	924
YWHAG	NRAS	931
YWHAG	PPP2CA	941
YWHAG	PPP2R1A	932
YWHAG	VAMP2	915
YY1	ACTB	938
YY1	CREBBP	987
YY1	CUL4B	908
YY1	DDB1	911
YY1	EED	976
YY1	EP300	999
YY1	EZH2	999
YY1	HCFC1	995
YY1	MTOR	969
YY1	NOTCH1	983
YY1	PCGF2	921
YY1	PPARGC1A	999
YY1	SUZ12	992
YY1	TP53	994
YY1	TRRAP	926
YY1	XPC	902
ZDHHC9	HRAS	966
ZDHHC9	NRAS	957
ZFYVE26	AP5Z1	941
ZFYVE26	SPG11	964
ZFYVE26	TTC19	948
ZMIZ1	AR	967
ZNF462	ASXL2	910
