from	to	score
CNOT1	EIF4G1	968
EIF4A2	EIF4G1	999
ATP7A	EIF4G1	987
CNOT3	EIF4G1	932
DDX3X	EIF4G1	994
PARN	EIF4G1	968
TP53	SLC2A1	925
FDX2	FDXR	984
SC5D	EBP	983
NSDHL	EBP	940
DHCR24	EBP	961
EED	BAP1	906
ASXL3	BAP1	967
HCFC1	BAP1	999
SUZ12	BAP1	939
EZH2	BAP1	929
RNF2	BAP1	921
ASXL1	BAP1	999
ASXL2	BAP1	998
UBAP2L	BAP1	900
STX1A	VAPB	914
CERT1	VAPB	926
RAB3GAP1	VAPB	947
ATP5F1A	ATPAF2	948
MED13L	MED12L	995
MED27	MED12L	901
CDK19	MED12L	983
CDK8	MED12L	972
MED13	MED12L	997
NAA60	NAA10	958
ALG1	ALG2	976
SLC32A1	GPHN	916
PFN1	GPHN	915
ARHGEF9	GPHN	994
GLRB	GPHN	988
GABRA5	GPHN	954
MTOR	GPHN	956
MOCS1	GPHN	966
GARS1	GPHN	990
MOCS2	GPHN	994
GABRA1	GPHN	981
GLRA1	GPHN	921
MAPK1	PPP2R5D	905
TGFB1	PPP2R5D	900
TGFB3	PPP2R5D	900
RAF1	PPP2R5D	915
KRAS	PPP2R5D	909
APC	PPP2R5D	902
BRAF	PPP2R5D	910
LRP5	PPP2R5D	902
INSR	PPP2R5D	913
TERT	PPP2R5D	900
MLXIPL	PPP2R5D	900
PPP2R1A	PPP2R5D	999
SNCA	PPP2R5D	900
MAPT	PPP2R5D	904
CTNNB1	PPP2R5D	926
TGFBR2	PPP2R5D	911
MTOR	PPP2R5D	916
NRAS	PPP2R5D	909
TH	PPP2R5D	910
PTPA	PPP2R5D	994
INS	PPP2R5D	903
PRKAR1B	PPP2R5D	905
HRAS	PPP2R5D	915
EIF4G1	PPP2R5D	910
TP53	EHMT1	965
PRDM16	EHMT1	973
MRPS34	MRPS22	996
PTCD3	MRPS22	992
MRPS28	MRPS22	991
MRPL39	MRPS22	959
MRPL12	MRPS22	942
MRPS2	MRPS22	998
MRPS16	MRPS22	998
STX1A	CACNA2D2	904
SNAP25	CACNA2D2	910
GNB5	CACNA2D2	904
CACNA1C	CACNA2D2	946
CACNA1D	CACNA2D2	944
GNB2	CACNA2D2	901
VAMP2	CACNA2D2	917
CACNA1A	CACNA2D2	956
CACNA1E	CACNA2D2	928
STXBP1	CACNA2D2	930
INS	CACNA2D2	903
DLD	IVD	929
MCCC1	IVD	981
BCKDHA	IVD	969
BCKDHB	IVD	977
MCCC2	IVD	993
ECHS1	IVD	962
DBT	IVD	976
HADHA	IVD	944
TARDBP	CHCHD10	908
GFER	CHCHD10	942
MICOS13	CHCHD10	952
COA6	CHCHD10	926
TIMM8A	CHCHD10	922
CHCHD2	CHCHD10	994
MAPK1	PPP2CA	935
RAF1	PPP2CA	964
KRAS	PPP2CA	937
RBL2	PPP2CA	973
MAP2K2	PPP2CA	925
YWHAE	PPP2CA	937
RB1	PPP2CA	916
CCT5	PPP2CA	994
BRAF	PPP2CA	943
LRP5	PPP2CA	938
MAP2K1	PPP2CA	976
BUB1	PPP2CA	915
INSR	PPP2CA	911
YWHAG	PPP2CA	941
MLXIPL	PPP2CA	912
PPP2R1A	PPP2CA	999
MAPT	PPP2CA	984
PTPN11	PPP2CA	918
ANKLE2	PPP2CA	901
MTOR	PPP2CA	946
PPP1R15B	PPP2CA	900
SHOC2	PPP2CA	921
NRAS	PPP2CA	931
SET	PPP2CA	944
PTPA	PPP2CA	999
PPP3CA	PPP2CA	915
PPP1CB	PPP2CA	926
INS	PPP2CA	921
INTS1	PPP2CA	934
HRAS	PPP2CA	935
PPP2R5D	PPP2CA	999
PTEN	MME	981
NDUFA2	PARK7	953
CHMP2B	PARK7	932
TP53	PARK7	936
SOD1	PARK7	969
NONO	PARK7	922
NCF1	PARK7	945
UBAP1	PARK7	902
LRRK2	PARK7	973
VPS37A	PARK7	905
VPS37D	PARK7	900
NDUFV1	PARK7	959
ATP13A2	PARK7	900
NDUFV2	PARK7	962
NDUFA12	PARK7	906
SNCA	PARK7	998
NDUFA4	PARK7	968
PRKN	PARK7	999
PTEN	PARK7	985
NDUFA8	PARK7	956
PINK1	PARK7	997
NDUFS7	TIMMDC1	972
NDUFAF1	TIMMDC1	998
NDUFA9	TIMMDC1	964
NDUFB10	TIMMDC1	965
AFG3L2	TIMMDC1	913
NDUFB9	TIMMDC1	964
NDUFC2	TIMMDC1	953
NDUFB8	TIMMDC1	973
ACAD9	TIMMDC1	998
NDUFS8	TIMMDC1	972
YME1L1	TIMMDC1	913
NDUFV1	TIMMDC1	935
NDUFAF3	TIMMDC1	986
NDUFA12	TIMMDC1	938
TMEM126B	TIMMDC1	999
MT-ND1	TIMMDC1	972
MT-ND4	TIMMDC1	965
MT-ND2	TIMMDC1	903
NDUFS2	TIMMDC1	977
NDUFAF4	TIMMDC1	999
NDUFA8	TIMMDC1	977
UQCRC1	NDUFA6	960
ATP5F1D	NDUFA6	928
NDUFS7	NDUFA6	999
NDUFB3	NDUFA6	999
ATP5F1E	NDUFA6	966
COX6B1	NDUFA6	947
NDUFA2	NDUFA6	999
NDUFA10	NDUFA6	999
NDUFAF1	NDUFA6	955
NDUFS3	NDUFA6	999
NDUFA9	NDUFA6	999
NDUFB10	NDUFA6	999
NDUFS6	NDUFA6	999
NDUFB11	NDUFA6	999
NDUFB9	NDUFA6	999
NDUFC2	NDUFA6	999
COX6A2	NDUFA6	927
ATP5PO	NDUFA6	948
NDUFS4	NDUFA6	999
NDUFB8	NDUFA6	999
UQCRFS1	NDUFA6	988
NDUFS8	NDUFA6	999
COX5A	NDUFA6	993
NDUFV1	NDUFA6	999
NDUFV2	NDUFA6	999
NDUFA12	NDUFA6	999
NDUFA4	NDUFA6	999
MT-ND6	NDUFA6	977
MT-ND1	NDUFA6	999
MT-ND5	NDUFA6	999
MT-ND4	NDUFA6	999
MT-ND2	NDUFA6	999
MT-ND3	NDUFA6	999
NDUFS2	NDUFA6	999
NDUFA1	NDUFA6	999
NDUFA8	NDUFA6	999
SDHB	NDUFA6	964
UQCRQ	NDUFA6	997
NDUFA11	NDUFA6	999
NDUFS1	NDUFA6	999
PARK7	NDUFA6	904
DLD	PCCB	911
ACADS	PCCB	931
MCEE	PCCB	985
MCCC1	PCCB	972
BCKDHA	PCCB	970
MMUT	PCCB	940
ACOX1	PCCB	918
BCKDHB	PCCB	986
HADHB	PCCB	936
DBT	PCCB	959
PCCA	PCCB	999
HLCS	PCCB	965
PTCD3	GFM1	916
TSFM	GFM1	934
TUFM	GFM1	981
MRPL12	GFM1	981
MRPS2	GFM1	944
MRPS16	GFM1	982
MRPS22	GFM1	954
SPR	GCH1	928
PTS	GCH1	977
MOCS1	GCH1	953
ALPL	GCH1	900
IFT81	IFT56	990
IFT172	IFT56	971
WDR19	IFT56	956
IFT27	IFT56	953
IFT74	IFT56	983
IFT140	IFT56	957
GNAO1	ADCY5	972
ADCY6	ADCY5	907
GNAI1	ADCY5	955
GNAI3	ADCY5	933
EDN1	ADCY5	910
ISCU	LYRM4	999
IBA57	LYRM4	905
NFS1	LYRM4	999
FXN	LYRM4	999
FDX2	LYRM4	985
NFU1	LYRM4	904
PIGQ	PIGP	993
PIGH	PIGP	995
PIGL	PIGP	986
DPM2	PIGP	992
PIGA	PIGP	987
GRM1	CASR	980
FLNA	CASR	988
GABBR1	CASR	955
MRPS34	MRPS14	988
PTCD3	MRPS14	964
MRPS28	MRPS14	973
MRPL39	MRPS14	953
MRPL12	MRPS14	952
HIBCH	MRPS14	929
MRPS2	MRPS14	999
MRPS16	MRPS14	999
MRPS22	MRPS14	987
GFM1	MRPS14	933
DAO	HSD17B4	924
CREBBP	HSD17B4	901
MLYCD	HSD17B4	935
EP300	HSD17B4	900
PPARGC1A	HSD17B4	911
CPT1A	HSD17B4	914
ACOX1	HSD17B4	991
CRAT	HSD17B4	992
CHAT	HSD17B4	912
GNPAT	HSD17B4	968
HMGCL	HSD17B4	966
MPV17	HSD17B4	914
AMACR	HSD17B4	972
IDH1	HSD17B4	949
PEX5	HSD17B4	982
CHMP2B	SNF8	950
UBAP1	SNF8	944
VPS37A	SNF8	963
VPS37D	SNF8	941
CHMP1A	SNF8	907
GABRA5	GABRA2	910
DNM1	GABRA2	918
GABRA1	GABRA2	917
GPHN	GABRA2	952
ATP6V1E1	FNIP1	900
ATP6V1A	FNIP1	902
ATP6V1B2	FNIP1	900
FLCN	FNIP1	999
UQCRC1	NDUFA13	949
ATP5F1D	NDUFA13	948
NDUFS7	NDUFA13	999
NDUFB3	NDUFA13	999
NDUFA2	NDUFA13	999
NDUFA10	NDUFA13	996
NDUFAF1	NDUFA13	999
NDUFS3	NDUFA13	999
STAT3	NDUFA13	994
NDUFA9	NDUFA13	999
NDUFB10	NDUFA13	999
AFG3L2	NDUFA13	925
NDUFS6	NDUFA13	999
NDUFB11	NDUFA13	997
NDUFB9	NDUFA13	999
NDUFC2	NDUFA13	999
NDUFS4	NDUFA13	999
NDUFB8	NDUFA13	998
UQCRFS1	NDUFA13	996
ACAD9	NDUFA13	997
NDUFS8	NDUFA13	999
COX5A	NDUFA13	984
YME1L1	NDUFA13	924
NDUFV1	NDUFA13	999
NDUFAF3	NDUFA13	978
NDUFV2	NDUFA13	999
NDUFA12	NDUFA13	999
NDUFA4	NDUFA13	966
TMEM126B	NDUFA13	997
MT-ND6	NDUFA13	953
MT-ND1	NDUFA13	993
MT-ND5	NDUFA13	991
MT-ND4	NDUFA13	994
MT-ND2	NDUFA13	992
MT-ND3	NDUFA13	987
NDUFS2	NDUFA13	999
NDUFAF4	NDUFA13	999
NDUFA1	NDUFA13	996
NDUFA8	NDUFA13	999
UQCRQ	NDUFA13	991
NDUFA11	NDUFA13	998
NDUFS1	NDUFA13	999
TIMMDC1	NDUFA13	974
NDUFA6	NDUFA13	999
LRAT	ADH1C	930
HADHB	ETFDH	940
ETFB	ETFDH	999
KCNMA1	KCNN2	947
HBA2	RPS20	923
EIF2S3	RPS20	985
RPS23	RPS20	999
HBA1	RPS20	923
TUFM	RPS20	944
CARS1	RPS20	930
BUD23	RPS20	905
RPL10	RPS20	999
STXBP1	UNC13A	960
ATIC	AMPD1	970
ADK	AMPD1	964
HPRT1	AMPD1	934
IMPDH2	AMPD1	949
IMPDH1	AMPD1	940
ENTPD1	AMPD1	950
ITPA	AMPD1	964
ALG1	ALG11	955
RFT1	ALG11	963
ALG3	ALG11	987
ALG2	ALG11	943
INTS1	INTS8	995
PLAAT3	PTDSS1	900
EIF2S3	EIF3F	983
RPS23	EIF3F	993
MTOR	EIF3F	927
EIF4G1	EIF3F	973
RPS20	EIF3F	983
PIK3CA	CAPN1	902
SNCA	CAPN1	922
RAC1	CAPN1	903
ACTA1	CAPN1	908
SPTAN1	CAPN1	971
KRAS	SPTBN2	928
SPTBN4	SPTBN2	916
ACTB	SPTBN2	915
NRAS	SPTBN2	920
SPTAN1	SPTBN2	962
HRAS	SPTBN2	908
PIGQ	PIGY	954
PIGH	PIGY	975
PIGL	PIGY	970
DPM2	PIGY	985
PIGA	PIGY	956
PIGP	PIGY	985
EGR2	MPZ	980
SOX10	MPZ	973
SMARCA4	MPZ	905
SIGMAR1	KCNA2	968
CNTNAP2	KCNA2	921
KCNAB2	KCNA2	999
BBS9	BBIP1	996
BBS2	BBIP1	979
MKKS	BBIP1	944
BBS7	BBIP1	985
BBS4	BBIP1	994
CCT5	BBIP1	900
BBS5	BBIP1	979
BBS1	BBIP1	989
BBS10	BBIP1	966
VPS35	MAGEL2	939
APP	CRYAB	905
SNCA	CRYAB	928
PRNP	CRYAB	959
KIF11	NCAPD3	937
RB1	NCAPD3	914
NCAPG2	NCAPD3	999
ANG	RNH1	999
U2AF2	PUF60	944
HSPD1	PUF60	947
COL1A1	SERPINH1	925
CRTAP	SERPINH1	982
COL4A2	SERPINH1	918
FA2H	ACER3	936
DEGS1	ACER3	959
ASAH1	ACER3	955
HSD17B10	CLP1	902
AGO2	CLP1	907
CPSF3	CLP1	970
TSEN2	CLP1	973
TSEN54	CLP1	942
TSEN15	CLP1	979
TSEN34	CLP1	930
TRAPPC10	TRAPPC4	995
TRAPPC12	TRAPPC4	994
TRAPPC6B	TRAPPC4	996
TRAPPC11	TRAPPC4	959
TRAPPC9	TRAPPC4	997
GDI1	TRAPPC4	918
H4C5	KMT2A	957
TAF4	KMT2A	904
KMT2C	KMT2A	936
CREBBP	KMT2A	992
KANSL1	KMT2A	913
EP300	KMT2A	949
KMT2D	KMT2A	942
HCFC1	KMT2A	988
RNF2	KMT2A	951
AGO1	KMT2A	915
KAT6A	KMT2A	909
CHD8	KMT2A	969
TAF6	KMT2A	958
TNRC6B	KMT2A	911
TAF1	KMT2A	958
ACTL6B	DPF2	966
SMARCB1	DPF2	996
SMARCA2	DPF2	977
SMARCC2	DPF2	996
ARID1A	DPF2	996
SMARCE1	DPF2	996
ARID1B	DPF2	986
SMARCD1	DPF2	996
SMARCA4	DPF2	998
LMNB1	HMGA2	920
RB1	HMGA2	990
TP53	HMGA2	977
SMAD4	HMGA2	952
CTBP1	BCORL1	905
GOT2	MDH1	978
SOD1	MDH1	958
UQCRFS1	MDH1	936
MDH2	MDH1	995
FH	MDH1	988
PGM1	MDH1	963
PC	MDH1	967
BBS9	BBS12	995
BBS2	BBS12	994
MKKS	BBS12	988
BBS7	BBS12	998
BBS4	BBS12	987
BBS5	BBS12	993
BBS1	BBS12	993
BBS10	BBS12	998
BBIP1	BBS12	969
ADK	PDE10A	906
ATL1	REEP1	966
TUBB2B	KIF1A	900
TUBA1A	KIF1A	915
SHH	HHAT	973
ACOX1	ACADVL	936
HADHB	ACADVL	987
ECHS1	ACADVL	979
CPT2	ACADVL	987
HADHA	ACADVL	995
MAPK8IP3	COA8	958
TUBA1A	TBCE	901
TBCD	TBCE	999
CRX	ATXN7	930
TRRAP	ATXN7	997
TBP	ATXN7	900
SYNGAP1	MPDZ	949
GOSR2	ARF1	980
COPB1	ARF1	980
KDELR2	ARF1	925
AP4E1	ARF1	914
ARFGEF1	ARF1	960
PIK3CA	ARF1	913
COPB2	ARF1	920
RAC1	ARF1	942
AP4B1	ARF1	901
ARFGEF2	ARF1	967
AP1G1	ARF1	914
SMC3	DDX11	931
B9D2	TMEM216	981
TMEM231	TMEM216	964
B9D1	TMEM216	988
TCTN2	TMEM216	972
TMEM107	TMEM216	943
AHI1	TMEM216	956
MKS1	TMEM216	983
TCTN1	TMEM216	963
TMEM67	TMEM216	987
CC2D2A	TMEM216	981
HSD17B10	PRORP	999
AGO2	PRORP	900
TRMT10C	PRORP	996
CLP1	PRORP	900
AP3D1	AP3B2	975
AARS1	VARS2	929
MARS1	VARS2	901
QARS1	VARS2	966
EPRS1	VARS2	977
YARS1	VARS2	931
IARS1	VARS2	949
CARS1	VARS2	917
GARS1	VARS2	909
LARS1	VARS2	993
TARS1	VARS2	909
AP2M1	CLTCL1	925
UBQLN2	CLTCL1	906
DNAJC6	CLTCL1	962
TSHB	TSHR	986
MADD	DMXL2	947
RAB3GAP2	DMXL2	921
SELENOI	PCYT2	976
CHKA	PCYT2	980
CHKB	PCYT2	982
POLG	POLG2	999
TWNK	POLG2	947
POLE	POLG2	905
REV3L	POLG2	928
EPRS1	POLG2	984
POLA1	POLG2	914
POLD1	POLG2	906
LAMB1	DAG1	958
CHRNA1	DAG1	905
POMT2	DAG1	986
PAK1	DAG1	900
RAPSN	DAG1	994
POMK	DAG1	967
POMGNT2	DAG1	968
RAC1	DAG1	903
PAK3	DAG1	900
DMD	DAG1	999
B3GALNT2	DAG1	966
ACTA1	DAG1	914
POMGNT1	DAG1	985
POMT1	DAG1	987
HSPG2	DAG1	999
AGRN	DAG1	999
LAMA1	DAG1	996
CDC42	DAG1	916
NRXN1	DAG1	925
LAMB2	DAG1	930
SGCE	DAG1	984
LAMA2	DAG1	999
CTNNB1	APC2	998
MYL2	ACTN2	920
KRAS	ACTN2	906
PIK3CA	ACTN2	908
GRIA4	ACTN2	909
GRIA2	ACTN2	917
MYH7	ACTN2	933
RAC1	ACTN2	925
ACTB	ACTN2	974
ACTA1	ACTN2	968
NRAS	ACTN2	906
GRIN1	ACTN2	922
SPTAN1	ACTN2	922
TPM2	ACTN2	961
HRAS	ACTN2	908
CAPN1	ACTN2	924
PLCB1	PLCB3	902
EDNRB	PLCB3	912
EDN1	PLCB3	953
TP53	SCO2	961
COX11	SCO2	917
COA6	SCO2	934
SURF1	SCO2	907
MAPK1	CYFIP2	906
ARPC5	CYFIP2	928
RAC1	CYFIP2	952
FXR1	CYFIP2	986
FMR1	CYFIP2	983
WASF1	CYFIP2	999
DIAPH1	CYFIP2	920
AP2M1	AP1S2	910
AP1S1	AP1S2	947
DNAJC6	AP1S2	940
AP1G1	AP1S2	998
INTS1	INTS11	997
PPP2CA	INTS11	901
INTS8	INTS11	991
GOT2	LDHA	931
EP300	LDHA	945
PC	LDHA	963
ALDOA	LDHA	946
PMPCB	TIMM50	955
PAM16	TIMM50	986
TOMM7	TIMM50	928
PMPCA	TIMM50	947
DNAJC19	TIMM50	958
TOMM40	TIMM50	994
MTRR	MMAB	917
MMUT	MMAB	960
MMAA	MMAB	968
LMBRD1	MMAB	901
MMADHC	MMAB	944
TUBGCP6	TUBGCP2	999
TUBG1	TUBGCP2	999
TUBGCP4	TUBGCP2	996
CNTNAP1	CNTN1	997
NOTCH1	CNTN1	988
PSEN1	CNTN1	908
CNTNAP2	CNTN1	944
PSEN2	CNTN1	905
SUPT16H	VDR	901
CYP24A1	VDR	921
CYP27B1	VDR	994
CREBBP	VDR	974
EP300	VDR	979
SMARCC2	VDR	906
ARID1A	VDR	914
SMARCE1	VDR	909
RARB	VDR	910
SMAD4	VDR	955
BAZ1B	VDR	982
CTNNB1	VDR	985
SMARCD1	VDR	969
SMARCA4	VDR	915
B9D2	CEP290	935
MKKS	CEP290	905
TMEM231	CEP290	926
B9D1	CEP290	964
BBS4	CEP290	956
TCTN2	CEP290	952
IQCB1	CEP290	998
NPHP1	CEP290	940
AHI1	CEP290	987
RPGRIP1L	CEP290	971
MKS1	CEP290	976
TCTN1	CEP290	949
TMEM67	CEP290	985
CC2D2A	CEP290	996
TMEM216	CEP290	968
SPR	PAH	979
GOT2	PAH	925
QDPR	PAH	981
PCBD1	PAH	975
DHFR	PAH	932
DDC	PAH	966
POLR3B	BRF1	952
POLR3A	BRF1	951
TBP	BRF1	999
LRAT	RDH12	975
MFN2	DNM1L	983
LRRK2	DNM1L	997
VPS35	DNM1L	970
MFF	DNM1L	997
HTT	DNM1L	987
PRKN	DNM1L	950
PINK1	DNM1L	988
ACADS	ALDH6A1	975
MLYCD	ALDH6A1	910
ACAT1	ALDH6A1	932
ACOX1	ALDH6A1	925
HADHB	ALDH6A1	919
ALDH3A2	ALDH6A1	940
HIBCH	ALDH6A1	922
ACAT2	ALDH6A1	924
DBT	ALDH6A1	956
PCCA	ALDH6A1	959
ABAT	ALDH6A1	962
ALDH7A1	ALDH6A1	984
PCCB	ALDH6A1	971
NPC1	NPC2	999
AAAS	HNRNPC	914
NUP107	HNRNPC	911
TARDBP	HNRNPC	984
NUP133	HNRNPC	945
NUP54	HNRNPC	918
HNRNPU	HNRNPC	991
RANBP2	HNRNPC	977
U2AF2	HNRNPC	977
TERT	HNRNPC	945
HNRNPA1	HNRNPC	999
HNRNPH1	HNRNPC	998
NUP214	HNRNPC	923
MATR3	HNRNPC	985
TPR	HNRNPC	944
DHX9	HNRNPC	948
DKC1	HNRNPC	944
RBMX	HNRNPC	991
HNRNPH2	HNRNPC	957
HNRNPK	HNRNPC	998
LIAS	ISCA2	934
ISCU	ISCA2	950
GLRX5	ISCA2	998
BOLA3	ISCA2	930
IBA57	ISCA2	997
NFS1	ISCA2	909
NFU1	ISCA2	968
LAMB1	ITGA7	961
ITGB6	ITGA7	945
LAMA1	ITGA7	957
LAMB2	ITGA7	931
LAMA2	ITGA7	966
VPS33A	VIPAS39	953
VPS33B	VIPAS39	999
MDH2	ETFA	962
ETFB	ETFA	999
GM2A	ETFA	901
ECHS1	ETFA	947
ACADM	ETFA	980
ETFDH	ETFA	999
RFXANK	RFX7	962
ARHGAP31	ZEB2	957
CTBP1	ZEB2	995
SMAD4	ZNF423	973
PYGL	PHKG2	963
PHKB	PHKG2	995
PHKA2	PHKG2	998
MAPK1	PRRT2	905
SNAP25	PRRT2	992
KRAS	PRRT2	932
KIT	PRRT2	902
PRKD1	PRRT2	905
HRAS	PRRT2	907
TTR	STRA6	960
ATP6V1E1	SZT2	900
ATP6V1A	SZT2	900
ATP6V1B2	SZT2	900
KPTN	SZT2	996
MTOR	SZT2	925
TP53	WWOX	997
ERBB4	WWOX	997
UQCRC1	COX4I1	978
ATP5F1D	COX4I1	989
NDUFS7	COX4I1	950
COX6B1	COX4I1	998
NDUFA2	COX4I1	987
NDUFA10	COX4I1	981
NDUFS3	COX4I1	972
NDUFA9	COX4I1	995
NDUFB10	COX4I1	991
NDUFS6	COX4I1	980
NDUFB9	COX4I1	985
COX6A2	COX4I1	988
NDUFB8	COX4I1	960
UQCRFS1	COX4I1	987
NDUFS8	COX4I1	964
COX5A	COX4I1	999
COX8A	COX4I1	990
NDUFV2	COX4I1	921
NDUFA12	COX4I1	942
NDUFA4	COX4I1	988
NDUFS2	COX4I1	979
NDUFA8	COX4I1	962
SDHB	COX4I1	925
UQCRQ	COX4I1	980
ATP5F1A	COX4I1	924
NDUFS1	COX4I1	935
NDUFA6	COX4I1	929
MAN2B1	MAN2C1	982
ATXN1	CIC	994
RPS23	C18ORF32	938
RPS20	C18ORF32	934
PANK2	COASY	988
PPCS	COASY	926
MRPL12	POLRMT	986
TEFM	POLRMT	985
NSUN2	TRMT1	956
MYL2	TTN	902
SOD1	TTN	908
MYL1	TTN	974
DMD	TTN	905
FLNA	TTN	951
TNNC2	TTN	976
CAPN1	TTN	903
ACTN2	TTN	999
TPM3	TNNT1	924
TNNC2	TNNT1	971
TPM2	TNNT1	919
ERBB4	GFAP	934
PRNP	GFAP	948
AQP4	GFAP	908
ARL13B	GFAP	917
PARK7	GFAP	925
FLAD1	ACP5	903
AGO2	NUP62	903
GCK	NUP62	900
NUP107	NUP62	977
CPSF3	NUP62	909
IPO8	NUP62	928
NUP133	NUP62	964
HDAC4	NUP62	913
NUP54	NUP62	999
HIKESHI	NUP62	931
RANBP2	NUP62	994
GEMIN5	NUP62	913
GLE1	NUP62	994
GEMIN4	NUP62	905
NUP214	NUP62	999
TPR	NUP62	938
HNRNPC	NUP62	922
RARS1	SARS2	923
CARS2	SARS2	917
AARS1	SARS2	900
YARS2	SARS2	931
DARS2	SARS2	902
EPRS1	SARS2	918
RARS2	SARS2	952
PARS2	SARS2	926
YARS1	SARS2	966
CARS1	SARS2	913
SEPSECS	SARS2	901
GARS1	SARS2	903
TARDBP	TAF15	970
TAF4	TAF15	909
TP53	TAF15	904
HNRNPA1	TAF15	961
HNRNPH1	TAF15	967
MATR3	TAF15	977
HNRNPK	TAF15	956
TBP	TAF15	930
HNRNPC	TAF15	939
ACAT1	HADH	912
HADHB	HADH	994
ECHS1	HADH	998
ACADM	HADH	907
DUOXA2	DUOX2	999
TAF4	GTF2H5	921
ERCC3	GTF2H5	999
GTF2E2	GTF2H5	998
TAF8	GTF2H5	916
XPA	GTF2H5	987
TAF2	GTF2H5	922
ERCC2	GTF2H5	999
TBP	GTF2H5	990
TAF6	GTF2H5	908
TAF1	GTF2H5	903
LZTR1	GAN	935
KLHL41	GAN	914
UBA1	GAN	903
SPOP	GAN	923
KRAS	GRIN2B	925
GRIN2D	GRIN2B	911
NTRK2	GRIN2B	963
GRIA2	GRIN2B	954
CAMK2G	GRIN2B	961
ERBB4	GRIN2B	968
CTNNB1	GRIN2B	910
RAC1	GRIN2B	922
NRAS	GRIN2B	913
DAB1	GRIN2B	921
GRIN1	GRIN2B	999
DLG3	GRIN2B	998
CASK	GRIN2B	907
GRIN2A	GRIN2B	975
CAMK2A	GRIN2B	999
RELN	GRIN2B	961
MECP2	GRIN2B	950
SYNGAP1	GRIN2B	982
HRAS	GRIN2B	949
BDNF	GRIN2B	905
ACTN2	GRIN2B	962
ACSL4	ELOVL1	912
KIF21A	KANK1	998
CACNA1C	STIM1	961
ITPR1	STIM1	991
STUB1	ATXN3	990
ITPR1	ATXN3	988
HTT	ATXN3	917
VCP	ATXN3	999
PRKN	ATXN3	995
ATXN2	ATXN3	972
DYNC1H1	RAB18	908
BICD2	RAB18	901
RAB3GAP2	RAB18	933
DCTN1	RAB18	904
GALNT2	RAB18	902
DYNC1I2	RAB18	902
RAB3GAP1	RAB18	960
AGO2	DDX6	998
CNOT1	DDX6	999
DHX9	DDX6	970
AGO1	DDX6	997
ATXN2	DDX6	993
YWHAE	CBY1	932
YWHAG	CBY1	912
CTNNB1	CBY1	999
MCEE	ACSF3	936
MLYCD	ACSF3	928
MMUT	ACSF3	922
UPB1	ACSF3	903
ALDH3A2	ACSF3	918
ALDH7A1	ACSF3	945
AP2M1	CLTC	990
AP1S1	CLTC	956
KCNQ5	CLTC	900
UBQLN2	CLTC	946
DNAJC6	CLTC	998
OCRL	CLTC	960
DNM1	CLTC	933
DNM2	CLTC	950
AP1G1	CLTC	980
SYNJ1	CLTC	911
KRAS	ZMYM2	900
NRAS	ZMYM2	900
KDM1A	ZMYM2	961
FGFR1	ZMYM2	969
HRAS	ZMYM2	902
CDK13	POLR2A	915
SUPT16H	POLR2A	972
SETX	POLR2A	991
CREBBP	POLR2A	969
SMARCB1	POLR2A	988
EP300	POLR2A	974
EED	POLR2A	918
CTCF	POLR2A	930
SMARCA2	POLR2A	970
SMARCC2	POLR2A	929
HNRNPU	POLR2A	940
ERCC3	POLR2A	997
SCAF4	POLR2A	902
TERT	POLR2A	919
SUZ12	POLR2A	922
EZH2	POLR2A	938
ARID1A	POLR2A	920
SMARCE1	POLR2A	920
MEF2C	POLR2A	906
ERCC6	POLR2A	969
GTF2E2	POLR2A	997
ACTB	POLR2A	994
NF1	POLR2A	939
CDK8	POLR2A	985
NELFA	POLR2A	976
ERCC2	POLR2A	980
TBP	POLR2A	999
SMARCD1	POLR2A	916
INTS1	POLR2A	937
SETD2	POLR2A	999
SMARCA4	POLR2A	997
INTS11	POLR2A	927
GTF2H5	POLR2A	965
GRIA2	IQSEC1	955
ARF1	IQSEC1	956
PSMC1	ITCH	907
PSMB1	ITCH	904
NOTCH1	ITCH	978
ERBB4	ITCH	985
PSMD12	ITCH	903
ITPR1	ORAI1	924
STIM1	ORAI1	999
TUBB2B	SPAST	918
TUBB4A	SPAST	917
TUBA1A	SPAST	947
TUBA8	SPAST	916
TUBB4B	SPAST	909
ATL1	SPAST	993
TUBB2A	SPAST	909
REEP1	SPAST	979
MAG	PLP1	911
VPS33A	VPS11	999
VPS41	VPS11	999
VPS33B	VPS11	995
PYCR2	PRODH	936
ALDH18A1	PRODH	948
PYCR1	PRODH	962
PRKCG	GRIA3	924
AP2M1	GRIA3	918
GRIA2	GRIA3	995
CAMK2G	GRIA3	943
EPB41L1	GRIA3	933
DLG3	GRIA3	946
CAMK2B	GRIA3	948
CAMK2A	GRIA3	961
ACTN2	GRIA3	908
RPS23	RSRC1	951
RPS20	RSRC1	933
KCNMA1	KCNN3	943
ORAI1	KCNN3	967
CHRNA1	GNB1	906
ARFGEF1	GNB1	902
GNAO1	GNB1	991
PIK3CA	GNB1	945
CBL	GNB1	901
CACNA1C	GNB1	925
CACNA1D	GNB1	904
PLCB1	GNB1	934
TRIO	GNB1	902
PTPN11	GNB1	912
GNAI1	GNB1	999
RAC1	GNB1	936
PIK3CG	GNB1	950
HLA-DRB1	GNB1	901
CACNA1A	GNB1	940
MAP3K7	GNB1	904
GNAI3	GNB1	999
